Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,,,,
KAPE,Skipjack Tuna,WWGACN4G_Leroy_etal_2009_Kape,WWGACN4G,MR,C,150.5,-6.4,1,FAD E,ACOUSTIC/SONIC TAG (MARK-RECAP),11,,,2007,MAR,MAY,,FEE,,,,,,,
KAPE,Skipjack Tuna,Z6CTXEJW_Schaefer_and_Fuller_2005_Kape,Z6CTXEJW,T,A,-95,0,5,"Equatorial Eastern Pacific Ocean (2.0000, -95.0000; -2.0000, -95.0000)",Acoustic Telemetry,2,,,2002; 2003,MAY,MAY,,FEE,,,,,,,
LANA,Porbeagle,6B24G9J8_STEVENS_1990_Lana_edited,6B24G9J8,MR,A,-3.93,49.6,1,English Channel,FLIPPER TAG,7,,3,1973; 1976; 1977; 1979; 1980,JAN; MAR; (UNK),JUL; AUG; (UNK),,OBS,,,,,,,
LANA,Porbeagle,6B24G9J8_STEVENS_1990_Lana_edited,6B24G9J8,MR,B,-6,46,5,Bay of Biscay,FLIPPER TAG,3,,1,1977; 1980,JAN; MAY,(UNK),,OBS,,,,,,,
LANA,Porbeagle,6B24G9J8_STEVENS_1990_Lana_edited,6B24G9J8,MR,C,13.96,67.78,1,"Vestfjord, Norway",FLIPPER TAG,2,,1,1986,FEB,(UNK),,OBS,,,,,,,
LANA,Porbeagle,6B24G9J8_STEVENS_1990_Lana_edited,6B24G9J8,MR,D,-0.9,50.15,1,English Channel,FLIPPER TAG,3,,1,1978; 1979; 1982,JUL; (UNK),JUL; AUG,,OBS,,,,,,,
LANA,Porbeagle,JF3VEEAK_Kohler_etal_2002_Lana,JF3VEEAK,MR,A,-64.65,42.05,5,NE U.S. Coast,FLIPPER TAG,1300,,,1962; 1963; 1964; 1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000,(UNK),(UNK),,OBS,,,,,,,
LANA,Porbeagle,SNA7ST4E_Campana_2016_Lana,SNA7ST4E,T,A,-59.71,42.7,5,Eastern Coast of Canada,Argos; PSAT,17,,,,(UNK),(UNK),,OBS,,,,,,,
LANA,Porbeagle,XQK5SEJU_Pade_etal_2009_Lana,XQK5SEJU,T,A,-4.72,50.71,5,Cornwall,POP-UP SATELLITE ARCHIVAL (PSAT),5,2,,2007,JUL,JUL; AUG; SEP,,OBS,,,,,,,
LANA,Porbeagle,XQK5SEJU_Pade_etal_2009_Lana,XQK5SEJU,T,B,-6.94,48.12,5,Northwestern France,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2007,JUL,AUG,,OBS,,,,,,,
LANA,Porbeagle,XQK5SEJU_Pade_etal_2009_Lana,XQK5SEJU,T,C,-12.27,53.16,1,Western Ireland,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2007,OCT,OCT,,OBS,,,,,,,
MAAL,Reef Manta Ray,Braun_etal_2014_MUVPDQMQ_Maal,MUVPDQMQ,T,A,40.24,19.75,1,"Al Lith, Saudi Arabia",POP-UP SATELLITE ARCHIVAL (PSAT),9,,,2011; 2012,APR,APR; AUG; SEP; OCT,,OBS,,,,,,,
MAAL,Reef Manta Ray,Braun_etal_2015_H32PHNPP_Maal,H32PHNPP,T,A,40.1,20.1,1,within 7 km of the coast adjacent to the city of Al Lith,ACOUSTIC/SONIC TAG (TELEMETRY),9,,,2011; 2012,APR,FEB; MAR; APR; MAY; SEP; NOV; DEC,,OBS,,,,,,,
MAAL,Reef Manta Ray,Braun_etal_2015_H32PHNPP_Maal,H32PHNPP,T,B,40.24,19.75,1,"Al Lith, Saudi Arabia",POP-UP SATELLITE ARCHIVAL (PSAT),9,,,2011; 2012,APR,APR; AUG; SEP; OCT,,OBS,,,,,,,
MANI,Blue Marlin,GW8WCFKH_Block_etal_1990_Mani,GW8WCFKH,T,A,-157.7,20.2,5,Hawaiian Islands,ACOUSTIC/SONIC TAG (TELEMETRY),6,,,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,96JVW5DT_Block_etal_1992_Mani,96JVW5DT,T,A,-156.24,19.61,1,Kona Coast of the island of Hawaii,ACOUSTIC/SONIC TAG (TELEMETRY),3,,,1989,JUL; AUG,JUL; AUG,,OBS,,,,,,,
MANI,Blue Marlin,JWP27P42_Carlisle_etal_2017_Mani,JWP27P42,T,A,-156,19.6,1,"Kailua-Kona, west coast of Hawaii",POP-UP SATELLITE ARCHIVAL (PSAT),43,2,,2009; 2010; 2011; 2012; 2013; 2014,MAY; JUN; JUL; (UNK),MAY; JUN; JUL; (UNK),,FEE; SPA,,,,,,,
MANI,Blue Marlin,JWP27P42_Carlisle_etal_2017_Mani,JWP27P42,T,B,-149.37,-17.5,1,Tahiti in French Polynesia,POP-UP SATELLITE ARCHIVAL (PSAT),13,1,,2013,FEB; MAR; APR; (UNK),APR; MAY; AUG; SEP; OCT; NOV,,SPA,,,,,,,
MANI,Blue Marlin,JWP27P42_Carlisle_etal_2017_Mani,JWP27P42,T,C,-140,6,10,"southeast of Kailua-Kona, Hawaii",POP-UP SATELLITE ARCHIVAL (PSAT),,1,,2009; 2010; 2011; 2012; 2013; 2014,(UNK),(UNK),,FEE; SPA,,,,,,,
MANI,Blue Marlin,JWP27P42_Carlisle_etal_2017_Mani,JWP27P42,T,D,-157.5,25,5,north of Hawaii,POP-UP SATELLITE ARCHIVAL (PSAT),,1,,2009; 2010; 2011; 2012; 2013; 2014,(UNK),(UNK),,FEE; SPA,,,,,,,
MANI,Blue Marlin,JWP27P42_Carlisle_etal_2017_Mani,JWP27P42,T,E,177.5,4,5,west of the northern Line Islands,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2013,OCT; DEC,OCT; DEC,,SPA,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,A,-79.887317,29.200271,1,east coast of Florida,POP-UP SATELLITE ARCHIVAL (PSAT),3,,2,2002,JUN,JUN,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,B,-74.880329,23.201668,5,Bahamas,POP-UP SATELLITE ARCHIVAL (PSAT),21,,6,2002; 2003,JUN; JUL,JUN; JUL,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,C,-75,28,5,south-west North Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),10,,4,2002; 2003,JUN; JUL; AUG; SEP; OCT; NOV,JUN; JUL; AUG; SEP; OCT; NOV,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,D,-72.059389,16.221786,5,Caribbean Sea,POP-UP SATELLITE ARCHIVAL (PSAT),10,,5,2002; 2003,APR; JUN; JUL; AUG; OCT; NOV,APR; JUN; JUL; AUG; OCT; NOV,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,E,-73,35,5,western North Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),8,,1,2003,JUL; AUG; SEP,JUL; AUG; SEP,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,F,-66.612092,17.896166,1,Puerto Rico (Atlantic Coast),POP-UP SATELLITE ARCHIVAL (PSAT),7,,4,2002; 2003,JUL; SEP; OCT; NOV,JUL; SEP; OCT; NOV,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,G,-69.963494,19.761457,1,Dominican Republic (Atlantic Coast),POP-UP SATELLITE ARCHIVAL (PSAT),3,,1,2003,JUN,JUN,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,H,-71.866157,21.685764,1,Turks and Caicos,POP-UP SATELLITE ARCHIVAL (PSAT),5,,4,2003,JUN; JUL; AUG,JUN; JUL; AUG,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,I,-12.342908,4.468686,10,coast of West Africa,POP-UP SATELLITE ARCHIVAL (PSAT),5,,1,2004,MAY; JUL,MAY; JUL,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,J,-14,-6,5,central South Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),5,,,2004,MAY; OCT; NOV; DEC,MAY; OCT; NOV; DEC,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,K,-24.156315,16.134547,5,eastern North Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),4,,1,2004,MAY; JUN,MAY; JUN,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,L,-45,12,10,south-central North Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,SEP,SEP,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,M,-27,-27,5,western South Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),2,,2,2002; 2003,NOV; DEC,NOV; DEC,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,N,-73.879874,20.064606,1,Cuba (Atlantic Coast),POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2002,JUL,JUL,,OBS,,,,,,,
MANI,Blue Marlin,RE3T2U2B_Goodyear_etal_2008_Mani,RE3T2U2B,T,O,-75.05873,36.278131,1,North Carolina,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2002,JUL,JUL,,OBS,,,,,,,
MANI,Blue Marlin,4IGZKCMC_Holland_etal_1990_Mani,4IGZKCMC,T,A,-156.17,19.74,1,"fishing groundsoff Keahole Point, Hawaii",ACOUSTIC/SONIC TAG (TELEMETRY),3,,,1988; 1989,AUG; (UNK),AUG; (UNK),,OBS,,,,,,,
MANI,Blue Marlin,4IGZKCMC_Holland_etal_1990_Mani,4IGZKCMC,T,B,-156.11,19.52,1,~12 nmi south of the Keahole grounds,ACOUSTIC/SONIC TAG (TELEMETRY),2,,,1988,AUG,AUG,,OBS,,,,,,,
MANI,Blue Marlin,4IGZKCMC_Holland_etal_1990_Mani,4IGZKCMC,T,C,-158.22,21.25,1,"one fish was tracked ~7 nmi off Barbers Point, Oahu",ACOUSTIC/SONIC TAG (TELEMETRY),1,,,1987,OCT,OCT,,OBS,,,,,,,
MANI,Blue Marlin,J4DWAS7Z_Kraus_etal_2011_MANI,J4DWAS7Z,T,A,-90,27.8,5,Northern Gulf of Mexico in continental slope waters off of Texas and Louisiana,POP-UP SATELLITE ARCHIVAL (PSAT),43,5,,2003; 2004; 2005; 2006; 2007; 2008,MAY; JUN; JUL; AUG; SEP,JUN; AUG; SEP; DEC; (UNK),,BRE,,,,,,,
MANI,Blue Marlin,J4DWAS7Z_Kraus_etal_2011_MANI,J4DWAS7Z,T,B,-96,21,5,Southern Gulf of Mexico (near US-Mexico border and Bay of Campeche),POP-UP SATELLITE ARCHIVAL (PSAT),7,4,,2005; 2006; 2007; 2008,JAN; AUG; OCT; NOV,FEB; MAR; SEP; DEC,,,,,,,,,
MANI,Blue Marlin,J4DWAS7Z_Kraus_etal_2011_MANI,J4DWAS7Z,T,C,-93,24,5,Mid/open ocean Gulf of Mexico,POP-UP SATELLITE ARCHIVAL (PSAT),5,4,,2005; 2007; 2008,JAN; SEP; OCT; NOV,FEB; SEP; DEC,,,,,,,,,
MANI,Blue Marlin,J4DWAS7Z_Kraus_etal_2011_MANI,J4DWAS7Z,T,D,-81,24,5,Straits of Florida,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2005,JAN,FEB,,BRE,,,,,,,
MANI,Blue Marlin,J4DWAS7Z_Kraus_etal_2011_MANI,J4DWAS7Z,T,E,-84,23,5,Cuba,POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,,JUL,OCT,,BRE,,,,,,,
MANI,Blue Marlin,J4DWAS7Z_Kraus_etal_2011_MANI,J4DWAS7Z,T,F,-86.5,16.5,5,Caribbean Sea (near Belize),POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,,JAN,FEB,,BRE,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,A,-64.99,31.99,1,Bermuda,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2000,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,B,-79.16,28.64,1,Florida (east coast),POP-UP SATELLITE ARCHIVAL (PSAT),6,,1,2000,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,C,-74.62,36.79,1,North Carolina,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2001,(UNK),(UNK),,FEE,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,D,-74.61,34.67,1,Virginia,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2001,(UNK),(UNK),,FEE,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,E,-64.1,30.35,1,Southeast of Bermuda(~200 km),POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2000,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,F,-78.37,29.45,1,north/north east of Florida towards offshore northwest Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),4,,1,2000,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,K726KDQQ_Kerstetter_2003_Mani,K726KDQQ,T,G,-62.1,35.96,10,offshore northwest Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),2,,2,2001,(UNK),(UNK),,FEE,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,T,A,-66,23,10,wider Caribbean,PSAT,65,,1,2002; 2003,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,T,B,-71.6,21.9,1,Turks and Caicos,PSAT,1,1,,2002; 2003,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,T,C,-33.5,14,5,Eastern tropical Atlantic,PSAT,1,1,,2002; 2003,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,T,D,-64.8,32,1,Bermuda,PSAT,9,,,1999,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,MR,E,-75.080059,38.882428,1,Deleware,UNK (mark-recapture),1,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,MR,F,57.338281,-20.227571,1,Mauritius,UNK (mark-recapture),1,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,MR,G,-74,22,10,Western Atlantic,UNK (mark-recapture),52184,,2,1974; 1975; 1976; 1977; 1978; 1979; 1980; 1981; 1982; 1983; 1984; 1985; 1986; 1987; 1988; 1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,MR,H,-20,10,10,Eastern Atlantic,UNK (mark-recapture),17,,1,,(UNK),(UNK),,OBS,General description and wague location in Figure 1,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,T,I,-47,7.5,10,western South Atlantic (below 10 deg N),PSAT,3,,1,2002; 2003,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,FU9MTDD3_Luckhurst_2007_Mani,FU9MTDD3,MR,J,-90.781924,25.183784,5,Gulf of Mexico,UNK (mark-recapture),UNK,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,5SRJURXA_Luo_etal_2006_Mani,5SRJURXA,T,A,-64.8,18.3,1,"St. Thomas, US Virgin Islands",POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2002,OCT,OCT,,OBS,,,,,,,
MANI,Blue Marlin,5SRJURXA_Luo_etal_2006_Mani,5SRJURXA,T,B,-87.5,13.1,5,Honduras,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2002,NOV,NOV,,OBS,,,,,,,
MANI,Blue Marlin,9Z28K5QI_Luo_etal_2015_Mani,9Z28K5QI,T,A,-16,-5,5,"South Atlantic (-5, -16)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004,NOV,NOV,,OBS,,,,,,,
MANI,Blue Marlin,9Z28K5QI_Luo_etal_2015_Mani,9Z28K5QI,T,B,-15,0,5,"South Atlantic (0, -15)",POP-UP SATELLITE ARCHIVAL (PSAT),1,2,,2004; 2005,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,9Z28K5QI_Luo_etal_2015_Mani,9Z28K5QI,T,C,-20,-27,5,"South Atlantic (-27 , -16)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2005,FEB,FEB,,OBS,,,,,,,
MANI,Blue Marlin,9Z28K5QI_Luo_etal_2015_Mani,9Z28K5QI,T,D,-85,23.5,5,eastern edge of the Loop Current,POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004,JUL,JUL,,OBS,,,,,,,
MANI,Blue Marlin,9Z28K5QI_Luo_etal_2015_Mani,9Z28K5QI,T,E,-86.5,24,5,"Gulf of Mexico, northeast of Cancun",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2004,JUL,JUL,,OBS,,,,,,,
MANI,Blue Marlin,9Z28K5QI_Luo_etal_2015_Mani,9Z28K5QI,T,F,-65,30,10,western central Atlantic Ocean,POP-UP SATELLITE ARCHIVAL (PSAT),30,,,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,A,-75.080059,38.882428,1,"Deleware, US",UNK (Mark-recapture),1,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,B,57.338281,-20.227571,1,Mauritius,UNK (Mark-recapture),1,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,C,151.453,-34.0648,5,south-eastern Australia,UNK (Mark-recapture),1,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,D,80.1991,10.6054,5,Sri Lanka,UNK (Mark-recapture),1,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,E,-70.000812,41.052967,5,Western North Atlantic,UNK (Mark-recapture),Unk,,,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,F,-65.555142,18.313576,1,US Caribbean (Puerto Rico and US Virgin Islands),UNK (Mark-recapture),Unk,,,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,G,-66.931143,10.60562,1,"La Guiara, Venezuela",UNK (Mark-recapture),Unk,,2,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,H,-117.263514,32.547618,1,"San Diego, US",UNK (Mark-recapture),Unk,,,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,I,-160.595515,21.454224,5,Hawaiian Islands,UNK (Mark-recapture),Unk,,,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,J,153.784879,-24.196879,5,Australian eastern seaboard,UNK (Mark-recapture),Unk,,,,(UNK),(UNK),,OBS,Quite broad vague area,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,K,-73.859255,34.897054,5,US Mid-Atlantic Coast,UNK (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,W49B9SZ9_Ortiz_etal_2003_Mani,W49B9SZ9,MR,L,-86.59422,19.81168,1,Mexican Caribbean,UNK (Mark-recapture),Unk,,1,,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,A,-90.8,13.8,1,ETP Guatemala,POP-UP SATELLITE ARCHIVAL (PSAT),3,,3,2000; 2003,AUG; NOV,AUG; NOV,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,B,-75.25,24.1,5,WNA Bahamas,POP-UP SATELLITE ARCHIVAL (PSAT),10,,4,2003,JUN,JUN; JUL; AUG,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,C,-72,21.9,1,WNA Turks and Caicos,POP-UP SATELLITE ARCHIVAL (PSAT),4,,2,2003,JUN,JUN; SEP,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,D,-83.4,8.66,1,Costa Rica (Pacific side),POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2000,SEP,SEP,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,E,-94,11,5,offshore Central America (Pacific side),POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,JAN,JAN,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,F,-94,14.3,1,"Chiapas, Mexico (outside continental shelf)",POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,SEP,SEP,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,G,-73.7,27.2,5,outside continental shelf Southeast US,POP-UP SATELLITE ARCHIVAL (PSAT),3,,1,2003,JUL; AUG,JUL; AUG,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,H,-77.6,31,5,within continental shelf Southeast US,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,AUG,AUG,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,I,-69,36.8,5,outside continental shelf Mid-Atlantic US,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2003,JUL; AUG,JUL; AUG,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,J,-72.7,22,5,Caribbean Sea between Cuba and Haiti,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,AUG,AUG,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,K,-54,14,5,south-central North Atlantic,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,2003,AUG; SEP,AUG; SEP,,OBS,,,,,,,
MANI,Blue Marlin,455832VT_Prince_etal_2006_Mani,455832VT,T,L,-62.7,19,5,Anguilla,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,AUG,AUG,,OBS,,,,,,,
MANI,Blue Marlin,D9AE25Q7_Prince_etal_2005_Mani,D9AE25Q7,T,A,-68.3,18.5,1,"Mona Passage, Dominican Republic",POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,(UNK),(UNK),,SPA,,,,,,,
MANI,Blue Marlin,D9AE25Q7_Prince_etal_2005_Mani,D9AE25Q7,T,B,-65,16.75,1,Caribbean Coast of Puerto Rico,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,2003,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,7SCXE9QP_Rooker_etal_2013_Mani,7SCXE9QP,T,A,-93,27.5,5,"~25-30 deg N, 90-96 deg W",POP-UP SATELLITE ARCHIVAL (PSAT),,,,2007; 2008; 2009,(UNK),(UNK),,SPA,,,,,,,
MANI,Blue Marlin,7SCXE9QP_Rooker_etal_2013_Mani,7SCXE9QP,T,B,-95,25,10,"~20-30 deg N, 93-97 deg W",POP-UP SATELLITE ARCHIVAL (PSAT),,,,2009,(UNK),(UNK),,SPA,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,A,-64.876293,18.371607,1,U.S. Virgin Islands,UNK (Mark-recapture),277,,2,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,B,-66.502666,17.932434,1,Puerto Rico,UNK (Mark-recapture),228,,2,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,C,-78.005759,26.776912,1,northern Bahamian waters,UNK (Mark-recapture),204,,2,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,D,-91.112879,27.092601,1,offshore Louisiana,UNK (Mark-recapture),137,,1,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,E,-66.940137,10.703977,1,"Venezuela, near La Guaria",UNK (Mark-recapture),110,,1,1994; 1995,FEB; OCT; (UNK),FEB; OCT; (UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,F,-79.198632,30.523741,1,Southeast U.S. coast,UNK (Mark-recapture),Unk,,1,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,G,-94.965168,27.345417,1,Texas,UNK (Mark-recapture),Unk,,,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,H,-82.865191,28.435097,5,Florida Panhandle,UNK (Mark-recapture),Unk,,,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,I,-79.720808,26.340626,1,southeast Florid,UNK (Mark-recapture),Unk,,,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
MANI,Blue Marlin,58MF2BAU_Jones_1996_Mani,58MF2BAU,MR,J,-20,10,10,eastern Atlantic,UNK (Mark-recapture),Unk,,,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
